309 501 614	1424
46 935 809	1790
652 327 802	1781
301 183 641	1125
471 599 579	1649
509 319 880	1708
532 488 352	1372
247 66 207	520
567 37 373	977
901 550 76	1527
356 842 8	1206
184 39 486	709
162 335 97	594
175 872 374	1421
595 844 245	1684
488 728 522	1738
650 551 64	1265
12 770 559	1341
235 696 327	1258
146 585 293	1024
574 256 358	1188
883 804 839	2526
358 594 386	1338
153 466 439	1058
687 719 415	1821
60 475 944	1479
413 862 23	1298
955 663 716	2334
792 633 83	1508
941 274 430	1645
313 374 127	814
9 185 987	1181
818 98 418	1334
762 46 406	1214
706 899 434	2039
778 256 704	1738
80 866 445	1391
44 971 272	1287
965 378 189	1532
440 930 687	2057
357 901 424	1682
758 21 951	1730
240 713 613	1566
366 992 521	1879
239 767 974	1980
835 393 379	1607
711 364 295	1370
630 163 234	1027
373 905 755	2033
1 251 665	917
161 498 270	929
200 141 584	925
894 486 986	2366
778 906 542	2226
601 843 893	2337
454 905 908	2267
170 770 848	1788
415 854 262	1531
391 778 587	1756
402 95 212	709
387 669 109	1165
216 894 776	1886
678 589 371	1638
846 812 366	2024
266 311 861	1438
927 716 679	2322
663 388 661	1712
575 793 446	1814
158 659 353	1170
530 78 293	901
330 907 617	1854
777 817 285	1879
745 199 198	1142
749 712 843	2304
408 669 840	1917
219 668 738	1625
222 536 239	997
383 892 604	1879
270 460 253	983
665 924 770	2359
122 764 114	1000
526 585 980	2091
969 20 673	1662
899 594 423	1916
874 869 33	1776
978 812 848	2638
639 560 599	1798
961 319 320	1600
635 366 129	1130
762 539 136	1437
264 935 955	2154
177 824 485	1486
788 774 689	2251
395 268 537	1200
246 166 693	1105
879 601 783	2263
803 779 492	2074
86 199 840	1125
364 13 579	956
689 500 893	2082
61 572 432	1065
444 909 119	1472
640 401 323	1364
421 834 309	1564
364 652 919	1935
600 411 877	1888
80 476 996	1552
200 73 699	972
260 449 790	1499
749 118 272	1139
558 70 880	1508
241 605 553	1399
357 285 777	1419
655 846 254	1755
594 696 642	1932
935 331 886	2152
418 51 78	547
996 588 2	1586
152 201 640	993
231 670 812	1713
109 206 364	679
174 547 785	1506
89 173 405	667
516 467 24	1007
921 107 840	1868
332 213 392	937
805 923 425	2153
800 228 112	1140
48 91 721	860
70 575 739	1384
311 690 853	1854
869 202 188	1259
456 189 90	735
706 359 75	1140
906 498 513	1917
676 158 146	980
243 231 660	1134
497 285 415	1197
909 689 63	1661
906 890 237	2033
637 308 842	1787
691 363 902	1956
71 656 177	904
164 642 636	1442
27 460 113	600
789 802 243	1834
900 111 877	1888
178 858 138	1174
569 979 897	2445
324 715 217	1256
571 795 436	1802
960 25 302	1287
92 449 256	797
515 472 243	1230
124 416 994	1534
874 591 641	2106
759 620 915	2294
165 232 678	1075
908 903 982	2793
541 274 101	916
129 480 820	1429
886 912 915	2713
818 419 28	1265
617 396 117	1130
853 241 558	1652
429 888 763	2080
169 91 79	339
951 485 31	1467
831 993 180	2004
243 332 839	1414
622 838 930	2390
978 341 482	1801
937 716 471	2124
300 79 853	1232
929 112 820	1861
905 368 607	1880
587 64 22	673
964 368 324	1656
37 70 184	291
266 123 28	417
883 289 704	1876
727 636 482	1845
647 7 875	1529
955 843 432	2230
732 919 394	2045
52 258 352	662
160 865 561	1586
361 210 666	1237
758 70 329	1157
802 594 307	1703
560 765 643	1968
389 160 399	948
263 85 706	1054
599 219 502	1320
688 522 989	2199
93 399 314	806
985 74 630	1689
895 968 747	2610
539 561 771	1871
323 699 253	1275
200 227 531	958
741 595 403	1739
475 977 676	2128
650 931 298	1879
815 712 832	2359
972 147 157	1276
721 702 643	2066
678 961 578	2217
3 247 177	427
519 465 382	1366
756 723 425	1904
606 827 408	1841
761 450 526	1737
576 309 416	1301
547 390 810	1747
983 311 81	1375
729 843 620	2192
632 762 324	1718
901 109 82	1092
939 991 395	2325
625 433 267	1325
725 476 305	1506
100 237 465	802
858 584 729	2171
625 888 496	2009
167 889 111	1167
599 389 733	1721
508 217 728	1453
449 306 22	777
755 898 599	2252
296 695 807	1798
299 76 141	516
607 911 193	1711
741 44 490	1275
422 533 398	1353
628 824 385	1837
883 952 441	2276
803 15 158	976
774 5 386	1165
984 890 421	2295
461 108 251	820
182 856 717	1755
700 181 660	1541
383 116 694	1193
584 361 931	1876
670 933 972	2575
941 812 755	2508
644 356 641	1641
26 318 372	716
656 51 665	1372
864 602 286	1752
503 338 770	1611
3 210 388	601
731 733 921	2385
37 902 259	1198
965 8 85	1058
255 838 330	1423
595 487 72	1154
490 645 408	1543
8 386 870	1264
20 310 463	793
947 992 920	2859
571 140 683	1394
413 254 157	824
446 776 513	1735
98 70 76	244
888 119 254	1261
880 20 254	1154
708 331 321	1360
457 809 566	1832
48 424 232	704
970 77 349	1396
115 488 670	1273
883 720 250	1853
391 179 858	1428
857 849 324	2030
176 914 973	2063
842 368 382	1592
571 341 921	1833
104 930 895	1929
184 454 87	725
351 858 181	1390
360 232 96	688
895 982 134	2011
481 568 312	1361
640 476 533	1649
298 515 102	915
408 68 197	673
107 841 76	1024
919 894 578	2391
247 258 324	829
935 659 207	1801
178 176 641	995
751 852 807	2410
587 538 113	1238
720 884 160	1764
202 352 651	1205
331 812 951	2094
774 243 78	1095
684 873 178	1735
410 736 11	1157
252 809 288	1349
953 317 49	1319
382 466 924	1772
380 341 551	1272
311 345 798	1454
589 452 582	1623
923 877 102	1902
880 347 724	1951
735 200 715	1650
704 267 593	1564
958 495 232	1685
581 458 313	1352
729 203 710	1642
935 992 376	2303
831 109 488	1428
120 524 510	1154
693 187 348	1228
680 153 52	885
341 63 854	1258
626 281 3	910
935 241 312	1488
379 919 267	1565
184 617 455	1256
694 132 153	979
323 536 374	1233
610 551 529	1690
222 716 318	1256
898 330 435	1663
920 728 83	1731
810 427 239	1476
875 586 128	1589
262 583 800	1645
111 866 141	1118
528 18 500	1046
450 266 880	1596
329 290 214	833
293 409 818	1520
758 80 922	1760
18 122 680	820
437 91 808	1336
541 971 149	1661
740 617 165	1522
872 519 464	1855
247 280 337	864
639 439 717	1795
990 59 404	1453
246 11 386	643
852 518 569	1939
281 290 675	1246
975 262 161	1398
927 857 361	2145
19 227 758	1004
81 178 130	389
808 221 623	1652
904 77 427	1408
9 454 420	883
983 706 990	2679
534 785 485	1804
246 95 336	677
787 518 654	1959
265 528 356	1149
27 218 600	845
247 574 768	1589
833 618 608	2059
457 617 483	1557
663 629 654	1946
702 778 24	1504
764 864 510	2138
474 701 351	1526
172 982 346	1500
775 90 359	1224
844 26 258	1128
448 546 451	1445
