11 15 135	161
48 128 52	228
48 33 175	256
126 26 178	330
345 8 31	384
7 34 345	386
135 118 149	402
27 288 107	422
52 27 369	448
379 2 74	455
425 21 12	458
262 88 112	462
287 18 173	478
121 95 271	487
244 86 163	493
266 141 89	496
336 49 117	502
31 440 39	510
88 185 238	511
80 248 185	513
149 162 221	532
99 26 416	541
245 14 284	543
123 176 246	545
114 213 226	553
227 203 126	556
9 146 402	557
51 14 493	558
332 226 1	559
223 315 24	562
47 18 498	563
87 257 224	568
200 163 215	578
7 508 70	585
38 494 56	588
277 187 127	591
117 350 129	596
265 141 192	598
71 495 34	600
299 61 243	603
191 140 274	605
289 80 240	609
31 30 552	613
55 389 170	614
451 39 127	617
125 289 204	618
221 236 162	619
495 1 124	620
495 1 124	620
217 398 12	627
84 215 329	628
91 110 432	633
6 485 147	638
115 236 295	646
75 512 70	657
113 462 83	658
267 348 46	661
209 298 159	666
217 77 376	670
252 66 363	681
252 66 363	681
382 264 45	691
367 208 121	696
499 44 158	701
466 127 111	704
147 106 455	708
20 175 516	711
188 434 94	716
154 184 380	718
389 211 120	720
278 393 55	726
36 502 190	728
209 458 62	729
218 323 191	732
549 22 170	741
472 19 251	742
248 97 399	744
248 97 399	744
633 4 108	745
455 80 211	746
116 613 25	754
633 53 71	757
147 600 12	759
360 392 8	760
304 382 76	762
588 15 162	765
322 81 372	775
322 81 372	775
322 81 372	775
173 232 376	781
407 324 51	782
80 350 355	785
2 333 451	786
5 60 726	791
123 104 566	793
123 104 566	793
122 297 377	796
23 175 599	797
91 54 657	802
527 220 57	804
8 715 85	808
8 715 85	808
8 715 85	808
8 715 85	808
399 229 182	810
298 21 499	818
135 428 257	820
32 698 93	823
652 29 143	824
303 130 393	826
303 130 393	826
127 131 569	827
666 45 117	828
74 360 396	830
154 120 558	832
220 256 359	835
443 39 354	836
263 211 367	841
263 211 367	841
486 196 169	851
591 269 1	861
591 269 1	861
258 58 547	863
94 682 88	864
445 152 269	866
37 366 464	867
269 125 476	870
575 273 31	879
575 273 31	879
246 599 50	895
246 599 50	895
246 599 50	895
229 202 466	897
257 100 541	898
182 638 82	902
292 257 354	903
292 257 354	903
454 270 181	905
539 225 142	906
395 186 327	908
485 281 144	910
485 281 144	910
91 38 786	915
103 698 116	917
179 242 499	920
156 548 220	924
156 548 220	924
426 402 99	927
166 442 320	928
408 2 520	930
384 505 43	932
276 522 137	935
107 609 220	936
107 609 220	936
697 142 98	937
446 290 202	938
628 280 32	940
312 453 178	943
62 862 23	947
68 871 10	949
68 871 10	949
101 670 183	954
101 670 183	954
463 11 484	958
463 11 484	958
39 422 498	959
112 806 44	962
188 76 701	965
389 498 80	967
539 303 126	968
24 476 469	969
196 337 439	972
105 46 822	973
181 723 71	975
191 240 545	976
28 603 348	979
130 316 535	981
130 316 535	981
113 489 381	983
113 489 381	983
928 14 50	992
216 51 733	1000
216 51 733	1000
323 144 535	1002
323 144 535	1002
579 173 252	1004
42 200 764	1006
441 264 303	1008
441 264 303	1008
27 865 118	1010
380 146 490	1016
616 174 229	1019
616 174 229	1019
616 174 229	1019
533 434 53	1020
581 186 256	1023
120 466 438	1024
973 52 2	1027
550 424 55	1029
243 411 376	1030
243 411 376	1030
243 411 376	1030
444 400 187	1031
100 667 269	1036
100 667 269	1036
553 8 476	1037
156 277 605	1038
598 330 111	1039
205 756 82	1043
205 756 82	1043
557 70 417	1044
473 275 297	1045
306 447 294	1047
227 497 324	1048
191 272 586	1049
191 272 586	1049
358 541 151	1050
358 541 151	1050
358 541 151	1050
358 541 151	1050
406 292 353	1051
406 292 353	1051
288 86 679	1053
294 566 195	1055
72 289 699	1060
423 118 520	1061
568 166 328	1062
568 166 328	1062
764 124 176	1064
308 501 256	1065
516 308 245	1069
380 66 630	1076
894 140 44	1078
100 837 142	1079
100 837 142	1079
769 86 231	1086
464 133 490	1087
217 38 833	1088
217 38 833	1088
