18 57 14	89
50 94 14	158
38 11 129	178
44 65 71	180
27 143 11	181
80 2 118	200
13 165 39	217
98 70 76	244
182 63 27	272
149 28 98	275
153 85 44	282
49 42 194	285
37 70 184	291
147 110 56	313
81 12 225	318
275 50 1	326
22 112 195	329
61 263 10	334
179 62 96	337
179 62 96	337
169 91 79	339
185 9 156	350
49 119 185	353
247 38 77	362
200 138 25	363
64 41 266	371
106 64 203	373
117 220 39	376
99 283 4	386
181 74 134	389
181 74 134	389
23 231 139	393
70 56 278	404
123 122 161	406
123 122 161	406
236 109 63	408
205 41 163	409
167 233 11	411
297 27 93	417
297 27 93	417
131 228 61	420
119 25 282	426
14 409 4	427
14 409 4	427
14 409 4	427
261 145 22	428
34 167 230	431
12 386 34	432
100 182 154	436
125 260 55	440
316 127 3	446
177 57 213	447
51 62 338	451
64 386 5	455
63 381 14	458
63 381 14	458
82 88 292	462
14 120 330	464
132 103 231	466
189 198 80	467
27 206 239	472
27 206 239	472
233 127 116	476
233 127 116	476
106 220 154	480
142 219 120	481
208 185 90	483
176 197 114	487
176 197 114	487
265 151 73	489
359 98 36	493
342 117 37	496
138 81 278	497
232 10 256	498
232 10 256	498
57 376 67	500
285 185 31	501
119 258 127	504
299 76 141	516
345 21 151	517
106 143 270	519
106 143 270	519
247 66 207	520
97 17 410	524
142 380 3	525
142 380 3	525
371 27 128	526
371 27 128	526
169 28 331	528
94 123 317	534
528 9 1	538
136 205 198	539
120 239 184	543
120 239 184	543
120 239 184	543
418 51 78	547
77 184 289	550
144 98 309	551
291 83 178	552
66 198 292	556
42 279 241	562
42 279 241	562
42 279 241	562
291 86 186	563
210 36 319	565
56 291 221	568
265 128 177	570
265 128 177	570
54 38 479	571
77 25 470	572
315 148 110	573
14 523 39	576
277 270 30	577
277 270 30	577
277 270 30	577
321 114 143	578
40 524 15	579
25 93 462	580
136 367 79	582
438 121 27	586
266 77 245	588
266 77 245	588
31 404 155	590
255 72 264	591
204 17 373	594
204 17 373	594
204 17 373	594
422 102 71	595
422 102 71	595
55 274 270	599
55 274 270	599
55 274 270	599
27 460 113	600
351 249 1	601
351 249 1	601
479 48 76	603
479 48 76	603
479 48 76	603
190 339 76	605
190 339 76	605
349 116 141	606
349 116 141	606
169 365 74	608
133 102 374	609
82 336 193	611
86 105 422	613
86 105 422	613
86 105 422	613
86 105 422	613
237 356 24	617
18 443 160	621
18 443 160	621
589 23 10	622
52 260 314	626
52 260 314	626
52 260 314	626
278 21 328	627
278 21 328	627
274 106 248	628
328 194 108	630
393 131 107	631
393 131 107	631
148 13 471	632
133 63 437	633
133 63 437	633
314 107 216	637
161 245 232	638
161 245 232	638
161 245 232	638
208 377 55	640
208 377 55	640
208 377 55	640
75 293 273	641
75 293 273	641
126 462 55	643
126 462 55	643
38 329 277	644
52 30 563	645
52 30 563	645
52 30 563	645
312 86 248	646
87 136 425	648
65 200 384	649
430 26 195	651
430 26 195	651
66 248 340	654
66 248 340	654
66 248 340	654
364 137 154	655
364 137 154	655
364 137 154	655
301 325 30	656
301 325 30	656
115 516 27	658
67 252 340	659
10 447 203	660
91 263 307	661
91 263 307	661
52 258 352	662
156 457 50	663
108 386 172	666
27 371 269	667
27 371 269	667
200 459 12	671
400 117 155	672
119 83 471	673
119 83 471	673
119 83 471	673
110 312 252	674
357 24 295	676
335 300 42	677
335 300 42	677
335 300 42	677
226 170 283	679
226 170 283	679
280 348 52	680
56 154 471	681
56 154 471	681
56 154 471	681
28 568 86	682
28 568 86	682
28 568 86	682
141 199 343	683
57 415 212	684
370 16 300	686
79 354 254	687
355 180 153	688
355 180 153	688
355 180 153	688
355 180 153	688
115 133 441	689
346 215 130	691
35 424 235	694
183 284 228	695
552 35 109	696
130 350 218	698
130 350 218	698
130 350 218	698
122 160 417	699
122 160 417	699
25 422 253	700
48 424 232	704
353 136 216	705
433 37 237	707
30 264 414	708
402 95 212	709
402 95 212	709
374 249 87	710
200 169 343	712
26 318 372	716
160 7 552	719
419 11 292	722
316 358 49	723
316 358 49	723
214 399 112	725
214 399 112	725
309 211 206	726
55 671 1	727
357 257 115	729
357 257 115	729
43 251 437	731
43 251 437	731
336 396 1	733
336 396 1	733
304 42 388	734
368 115 252	735
368 115 252	735
368 115 252	735
220 276 240	736
220 276 240	736
341 230 166	737
341 230 166	737
341 230 166	737
485 3 250	738
72 65 605	742
537 127 79	743
537 127 79	743
537 127 79	743
222 8 517	747
166 434 153	753
166 434 153	753
91 504 161	756
91 504 161	756
91 504 161	756
361 308 89	758
518 239 4	761
518 239 4	761
518 239 4	761
200 41 521	762
538 135 91	764
274 177 315	766
349 295 123	767
255 11 502	768
255 11 502	768
255 11 502	768
52 332 385	769
127 617 28	772
15 537 221	773
256 240 278	774
449 306 22	777
488 242 49	779
568 4 208	780
568 4 208	780
399 34 348	781
399 34 348	781
153 507 122	782
297 455 31	783
387 78 319	784
387 78 319	784
99 516 170	785
274 273 239	786
274 273 239	786
350 327 112	789
140 129 521	790
140 129 521	790
140 129 521	790
75 19 697	791
40 98 655	793
40 98 655	793
40 98 655	793
40 98 655	793
43 233 518	794
28 281 487	796
92 449 256	797
115 160 523	798
395 3 402	800
395 3 402	800
225 514 62	801
100 303 399	802
100 303 399	802
172 18 614	804
172 18 614	804
172 18 614	804
172 18 614	804
515 102 188	805
622 175 9	806
622 175 9	806
622 175 9	806
19 91 697	807
19 91 697	807
112 454 242	808
112 454 242	808
112 454 242	808
128 388 293	809
128 388 293	809
30 424 357	811
254 394 166	814
254 394 166	814
90 344 382	816
273 486 58	817
292 124 402	818
408 44 367	819
311 399 110	820
311 399 110	820
311 399 110	820
311 399 110	820
369 283 169	821
81 530 211	822
81 530 211	822
81 530 211	822
471 163 189	823
413 254 157	824
161 97 568	826
28 766 33	827
28 766 33	827
247 258 324	829
87 639 104	830
566 198 68	832
566 198 68	832
566 198 68	832
566 198 68	832
225 223 385	833
225 223 385	833
225 223 385	833
73 356 406	835
73 356 406	835
182 440 214	836
182 440 214	836
182 440 214	836
527 70 241	838
355 346 140	841
355 346 140	841
355 346 140	841
653 16 173	842
653 16 173	842
254 94 495	843
254 94 495	843
27 218 600	845
617 175 55	847
341 15 492	848
553 143 153	849
553 143 153	849
87 272 491	850
87 272 491	850
515 123 213	851
168 441 243	852
313 300 240	853
595 22 237	854
595 22 237	854
595 22 237	854
133 686 36	855
655 196 6	857
378 342 138	858
378 342 138	858
383 54 423	860
383 54 423	860
383 54 423	860
821 5 35	861
520 187 155	862
197 302 365	864
197 302 365	864
197 302 365	864
214 159 494	867
364 36 468	868
364 36 468	868
584 220 66	870
78 296 497	871
378 490 4	872
378 490 4	872
378 490 4	872
378 490 4	872
378 490 4	872
491 360 23	874
491 360 23	874
491 360 23	874
384 168 323	875
384 168 323	875
384 168 323	875
60 399 417	876
60 399 417	876
287 422 168	877
287 422 168	877
356 414 109	879
264 326 290	880
73 622 186	881
589 281 12	882
589 281 12	882
273 82 528	883
273 82 528	883
273 82 528	883
273 82 528	883
576 145 163	884
680 153 52	885
64 338 484	886
431 341 115	887
378 258 252	888
640 44 205	889
437 297 156	890
437 297 156	890
437 297 156	890
437 297 156	890
437 297 156	890
437 297 156	890
148 419 324	891
200 281 411	892
11 789 93	893
276 344 274	894
276 344 274	894
293 483 119	895
439 51 406	896
462 19 416	897
462 19 416	897
308 238 352	898
311 144 444	899
530 78 293	901
135 495 272	902
135 495 272	902
110 753 41	904
110 753 41	904
110 753 41	904
110 753 41	904
110 753 41	904
110 753 41	904
169 398 338	905
508 32 366	906
102 715 90	907
102 715 90	907
102 715 90	907
102 715 90	907
352 390 166	908
352 390 166	908
246 369 294	909
246 369 294	909
246 369 294	909
70 518 322	910
70 518 322	910
194 465 252	911
221 477 214	912
440 29 446	915
440 29 446	915
212 365 339	916
212 365 339	916
212 365 339	916
171 610 136	917
171 610 136	917
171 610 136	917
171 610 136	917
171 610 136	917
126 189 603	918
126 189 603	918
126 189 603	918
666 158 95	919
65 540 315	920
106 558 257	921
106 558 257	921
552 225 145	922
81 432 410	923
451 337 136	924
451 337 136	924
86 747 92	925
86 747 92	925
274 302 351	927
417 449 62	928
160 483 286	929
160 483 286	929
160 483 286	929
160 483 286	929
53 410 467	930
42 275 615	932
42 275 615	932
42 90 801	933
42 90 801	933
680 60 195	935
680 60 195	935
1 514 421	936
332 213 392	937
362 250 326	938
362 250 326	938
362 250 326	938
94 251 594	939
476 186 278	940
476 186 278	940
476 186 278	940
476 186 278	940
77 418 446	941
505 245 193	943
505 245 193	943
123 48 773	944
123 48 773	944
195 524 227	946
195 524 227	946
195 524 227	946
195 524 227	946
477 195 275	947
760 3 185	948
760 3 185	948
760 3 185	948
130 229 590	949
130 229 590	949
19 726 206	951
210 67 675	952
22 777 154	953
55 202 698	955
546 217 193	956
546 217 193	956
546 217 193	956
546 217 193	956
178 413 366	957
178 413 366	957
295 251 412	958
295 251 412	958
295 251 412	958
12 816 131	959
16 566 378	960
220 406 335	961
220 406 335	961
676 147 139	962
676 147 139	962
294 129 540	963
294 129 540	963
275 455 234	964
275 455 234	964
275 455 234	964
563 10 392	965
207 571 188	966
207 571 188	966
207 571 188	966
207 571 188	966
207 571 188	966
716 49 202	967
716 49 202	967
716 49 202	967
222 217 529	968
222 217 529	968
222 217 529	968
40 193 736	969
112 46 812	970
112 46 812	970
112 46 812	970
112 46 812	970
112 46 812	970
112 46 812	970
74 1 896	971
74 1 896	971
200 73 699	972
145 623 206	974
145 623 206	974
145 623 206	974
72 409 494	975
